,Brand,Model,Color,Processor,RAM,Battery,Camera,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
67,REDMI,"Note 10S (Deep Sea Blue, 128 GB)",Deep Sea Blue,Mediatek Helio G95 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,5000 mAh Li-ion Polymer Battery,50MP + 2MP + AI Lens | 8MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,1 Year Warranty for Phone and 6 Months Warranty for Accessories in the Box,"₹20,999",16% off,"₹17,499",4.3,492 Ratings & 31 Reviews
68,MOTOROLA,"g31 (Meteorite Grey, 64 GB)",Meteorite Grey,Mediatek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh LiPo Battery,50MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹13,999",7% off,"₹12,999",4.3,"3,423 Ratings & 551 Reviews"
69,realme,"8 5G (Supersonic Black, 128 GB)",Supersonic Black,MediaTek Dimensity 700 (MT6833) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Battery,64MP + 5MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty,"₹18,999",2% off,"₹18,499",4.4,"63,774 Ratings & 5,272 Reviews"
70,realme,"C25_Y (Glacier Blue, 64 GB)",Glacier Blue,Unisoc T618 Processor,4 GB RAM | 64 GB ROM,5000 mAh Lithium-Ploymer Battery,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹12,999",15% off,"₹10,999",4.5,"11,640 Ratings & 550 Reviews"
71,SAMSUNG,"Galaxy M12 (Black, 64 GB)",Black,MediaTek Dimensity 700 Processor,4 GB RAM | 64 GB ROM,5000 mAh LiPo Battery,50MP + 8MP + 2MP | 13MP Front Camera,Super AMOLED Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹12,900",13% off,"₹11,189",4.2,"7,881 Ratings & 558 Reviews"
72,SAMSUNG,"Galaxy F42 5G (Matte Aqua, 128 GB)",Matte Aqua,Mediatek Helio G88 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,48MP + 2MP + 2MP | 16MP Front Camera,16.55 cm (6.515 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹23,999",33% off,"₹15,999",4.1,"5,585 Ratings & 503 Reviews"
73,Infinix,"Note 11 (Graphite Black, 128 GB)",Graphite Black,Qualcomm Snapdragon 460 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,5000 mAh LiPo Battery,50MP + 2MP + 2MP | 8MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹16,999",14% off,"₹14,499",4.5,115 Ratings & 11 Reviews
74,OPPO,"A33 (Moonlight Black, 32 GB)",Moonlight Black,MediaTek Helio G25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6000 mAh Battery,48MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,"₹12,990",19% off,"₹10,490",4.3,"46,840 Ratings & 3,055 Reviews"
75,MOTOROLA,"E7 Power (Coral Red, 64 GB)",Coral Red,Qualcomm Snapdragon 695 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Battery,64MP + 5MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,1 Year Warranty for Phone and 6 Months Warranty for Accessories in the Box,"₹11,999",25% off,"₹8,999",4.1,"71,587 Ratings & 6,352 Reviews"
76,Moto,"G71 5G (Arctic Blue, 128 GB)",Arctic Blue,MediaTek Helio A20 Processor,6 GB RAM | 128 GB ROM,5000 mAh Li-ion Polymer Battery,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Warranty for Phone and 6 Months Warranty for Accessories in the Box,"₹22,999",17% off,"₹18,999",4.4,430 Ratings & 68 Reviews
77,Infinix,"Smart 5A (Quetzal Cyan, 32 GB)",Quetzal Cyan,MediaTek Helio A20 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Polymer Battery,13MP + 2MP + 2MP | 8MP Front Camera,16.43 cm (6.47 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹7,999",10% off,"₹7,199",4.4,"58,134 Ratings & 3,860 Reviews"
78,Infinix,"Smart 5A (Midnight Black, 32 GB)",Midnight Black,MediaTek Helio A20 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,13MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹7,999",10% off,"₹7,199",4.4,"58,134 Ratings & 3,860 Reviews"
79,Infinix,"Smart 5A (Ocean Wave, 32 GB)",Ocean Wave,MediaTek Helio G95 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,50MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty,"₹7,999",10% off,"₹7,199",4.4,"58,134 Ratings & 3,860 Reviews"
80,realme,"Narzo 30 (Racing Blue, 128 GB)",Racing Blue,MediaTek Dimensity 700 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Polymer Battery,8MP + Depth Sensor | 8MP Front Camera,16.51 cm (6.5 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹16,999",8% off,"₹15,499",4.3,"61,734 Ratings & 5,005 Reviews"
81,POCO,"M3 Pro 5G (Yellow, 128 GB)",Yellow,MediaTek Helio G70 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Li-ion Polymer Battery,8MP + Depth Sensor | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹17,999",11% off,"₹15,999",4.2,"21,799 Ratings & 1,864 Reviews"
82,Infinix,"Hot 11 (Silver Wave, 64 GB)",Silver Wave,MediaTek Helio G70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Li-ion Polymer Battery,8MP + Depth Sensor | 8MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹11,999",16% off,"₹9,999",4.4,"8,671 Ratings & 721 Reviews"
83,Infinix,"Hot 11 (Emerald Green, 64 GB)",Emerald Green,MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Li-ion Polymer Battery,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹11,999",16% off,"₹9,999",4.4,"8,671 Ratings & 721 Reviews"
84,Infinix,"Smart 5 (Obsidian Black, 32 GB)",Obsidian Black,MediaTek Helio G25 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,48MP + 2MP + 2MP | 8MP Front Camera,90 Hz Punch Hole Display,Brand Warranty of 1 Year Available for Mobile,"₹8,999",16% off,"₹7,499",4.3,"89,579 Ratings & 6,770 Reviews"
85,Infinix,"Smart 5 (Morandi Green, 32 GB)",Morandi Green,MediaTek Helio G25 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Polymer Battery,13MP + Depth Lens | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,"₹8,999",16% off,"₹7,499",4.3,"89,579 Ratings & 6,770 Reviews"
86,Infinix,"Smart 5 (7 Purple, 32 GB)",7 Purple,MediaTek Helio G25 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5200 mAh Li-ion Polymer Battery,13MP + Depth Lens | 8MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹8,999",16% off,"₹7,499",4.3,"89,579 Ratings & 6,770 Reviews"
87,Infinix,"Smart 5 (Aegean Blue, 32 GB)",Aegean Blue,MediaTek Helio G95 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5200 mAh Li-ion Polymer Battery,13MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹8,999",16% off,"₹7,499",4.3,"89,579 Ratings & 6,770 Reviews"
88,realme,"Narzo 30 (Racing Silver, 128 GB)",Racing Silver,MediaTek Helio G95 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,6000 mAh Li-ion Polymer Battery,13MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Product and 6 Month Accessories	Manufacturer Warranty	Repair or Replacement	Manufacture Defect	Liquid or Damaged,"₹16,999",8% off,"₹15,499",4.3,"61,734 Ratings & 5,005 Reviews"
89,realme,"Narzo 30 (Racing Silver, 64 GB)",Racing Silver,NA Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6000 mAh Li-ion Polymer Battery,13MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹14,999",10% off,"₹13,499",4.4,"96,270 Ratings & 8,213 Reviews"
90,LAVA,GEM,NaN,Qualcomm Snapdragon 662 Processor,512 MB RAM | 512 MB ROM | Expandable Upto 32 GB,6000 mAh Li-ion Polymer Battery,13MP + Low Light Sensor | 8MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Warranty for Phone and 6 Month Warranty for Accessories in the Box,"₹1,849",13% off,"₹1,599",4.2,"24,030 Ratings & 2,642 Reviews"
91,NaN,NaN,NaN,Mediatek Helio G95 Processor,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,6000 mAh Li-ion Polymer Battery,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,"₹1,319",12% off,"₹1,159",4.2,"36,080 Ratings & 4,001 Reviews"
92,LAVA,A3,NaN,MediaTek Dimensity 700 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5000 mAh Battery,48MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,NaN,NaN,₹979,4.2,"2,307 Ratings & 214 Reviews"
93,NaN,NaN,NaN,MediaTek Helio G96 Processor,32 MB RAM | 32 MB ROM,5000 mAh Battery,1.3MP Rear Camera,16.76 cm (6.6 inch) Full HD+ Display,"1 Year Warranty, 100 Days Replacement within 1 Year of Phone Warranty, 6 Months on Accessories and One time Screen Replacement within 365 Days.",₹949,7% off,₹880,3.9,"9,892 Ratings & 857 Reviews"
94,LAVA,A1 Josh 2021,Obsidian Black,Unisoc T610 Octa Core Processor,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,1750 mAh Battery,0.3MP Rear Camera,17.32 cm (6.82 inch) HD+ Display,1 Year Manufacturer Warranty,"₹19,490",20% off,"₹15,490",4.3,"1,547 Ratings & 117 Reviews"
95,NaN,NaN,Shadow Black,Unisoc T610 Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1750 mAh Battery,13MP + 2MP + 2MP | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,"₹20,999",16% off,"₹17,499",4.3,492 Ratings & 31 Reviews
96,Micromax,X412,Matte Black,Mediatek Dimensity 920 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,800 mAh Li-ion Battery,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,17.32 cm (6.82 inch) HD+ Display,6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹25,999",30% off,"₹17,999",4.1,"2,036 Ratings & 217 Reviews"
97,NaN,NaN,NaN,Qualcomm Snapdragon 732G Processor,32 MB RAM | 64 MB ROM,800 mAh Battery,64MP + 5MP + 2MP | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,1 Year Warranty,₹829,12% off,₹729,3.7,"6,483 Ratings & 582 Reviews"
98,vivo,"Y20T (Obsidian Black, 64 GB)",Haze Green,Qualcomm Snapdragon 662 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Lithium Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹16,999",17% off,"₹13,999",4.3,"2,924 Ratings & 440 Reviews"
99,REDMI,"Note 10S (Shadow Black, 128 GB)",Glacier Blue,MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-Ploymer Battery,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Product and 6 Month Accessories	Manufacturer Warranty	Repair or Replacement	Manufacture Defect	Liquid or Damaged,"₹12,999",15% off,"₹10,999",4.5,"95,319 Ratings & 3,669 Reviews"
100,SAMSUNG,"Galaxy F42 5G (Matte Black, 128 GB)",Metal Grey,MediaTek Helio G80 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Battery,50MP + 2MP + 2MP | 8MP Front Camera,7.11 cm (2.8 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile,"₹12,999",15% off,"₹10,999",4.5,"95,319 Ratings & 3,669 Reviews"
101,I,Kall K 48,Stealth Black,MediaTek Dimensity 800U Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1500 mAh Battery,50MP + 2MP + 2MP | 8MP Front Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile,"₹29,999",16% off,"₹24,999",4.3,"3,689 Ratings & 488 Reviews"
102,NaN,NaN,NaN,MediaTek Dimensity 800U Processor,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Polymer Battery,108MP Rear Camera | 16MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Warranty,"₹1,829",34% off,"₹1,199",4.2,374 Ratings & 36 Reviews
103,Infinix,"Note 11s (Haze Green, 64 GB)",Dynamic Gray,MediaTek Dimensity 810 5G Processor,4 GB RAM | 64 GB ROM,5000 mAh Battery,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹16,999",14% off,"₹14,499",4.3,"28,687 Ratings & 3,272 Reviews"
104,realme,"C25Y (Glacier Blue, 64 GB)",Purist Blue,MediaTek Helio G80 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,Camera Type:VGA,16.54 cm (6.51 inch) HD+ Display,"1 Year Warranty for Handset, 6 Months for Accessories","₹19,490",20% off,"₹15,490",4.3,"1,547 Ratings & 117 Reviews"
105,realme,"C25Y (Metal Grey, 64 GB)",NaN,Octa Core Processor,32 MB RAM | 32 MB ROM,5160 mAh Li-Polymer Battery,64MP + 8MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,₹949,7% off,₹880,3.9,"9,892 Ratings & 857 Reviews"
106,Xiaomi,"11i 5G (Stealth Black, 128 GB)",Nature Green,Qualcomm Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1800 mAh Li-ion Battery,13MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹9,999",10% off,"₹8,999",4.3,"5,42,299 Ratings & 32,115 Reviews"
107,LAVA,A1500,NaN,Qualcomm Snapdragon 439 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6000 mAh Battery,1MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer's Warranty,"₹1,599",23% off,"₹1,219",4.1,535 Ratings & 41 Reviews
108,NaN,NaN,Black,Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium Battery,13MP Rear Camera | 5MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,1 Year Warranty,"₹18,200",4% off,"₹17,427",4.3,890 Ratings & 56 Reviews
109,MOTOROLA,"G40 Fusion (Dynamic Gray, 64 GB)",Cyber Teal,Qualcomm Snapdragon 695 Processor,6 GB RAM | 128 GB ROM,800 mAh Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,Brand Warranty of 1 Year Available for Mobile,"₹24,999",18% off,"₹20,499",4,"7,742 Ratings & 1,178 Reviews"
110,vivo,"Y20T (Purist Blue, 64 GB)",Cyber Teal,MediaTek Helio G80 Processor,6 GB RAM | 128 GB ROM,5000 mAh Lithium Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹24,999",18% off,"₹20,499",4,"7,742 Ratings & 1,178 Reviews"
111,Micromax,X412,Universe Purple,Dimensity 720 5G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,2575 mAh Li-ion Battery,108MP + 8MP + 2MP | 32MP Front Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,1 Year Warranty,"₹22,999",13% off,"₹19,999",4.4,"39,015 Ratings & 3,426 Reviews"
112,NaN,NaN,NaN,Mediatek Helio G88 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6000 mAh Battery,108MP + 8MP + 2MP | 32MP Front Camera,6.1 cm (2.4 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹1,599",23% off,"₹1,219",4.1,535 Ratings & 41 Reviews
113,REDMI,"9i (Nature Green, 64 GB)",Black,MediaTek Helio P35 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,64MP + 2MP + 2MP | 16MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,1 Year Brand Warranty for Handset and 6 Months for Accessories,"₹18,200",4% off,"₹17,427",4.3,890 Ratings & 56 Reviews
114,LAVA,A3 Power,Black,MediaTek Helio G95 Processor,6 GB RAM | 128 GB ROM,5000 mAh Battery,0.3MP Rear Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Manufacturer Warranty,"₹15,499",12% off,"₹13,576",4.2,"2,536 Ratings & 157 Reviews"
115,NaN,NaN,Blue,MediaTek Helio G85 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,"₹9,999",30% off,"₹6,999",3.8,"17,759 Ratings & 2,016 Reviews"
116,SAMSUNG,"Galaxy M32 (Black, 128 GB)",Phantom Black,Mediatek Dimensity 920 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,2575 mAh Li-ion Battery,48MP Rear Camera,16.59 cm (6.53 inch) HD+ Display,1 Year Manufacturer Warranty,"₹13,990",21% off,"₹10,990",4.3,"3,079 Ratings & 228 Reviews"
117,MOTOROLA,"Edge 20 Fusion (Cyber Teal, 128 GB)",Glacier Blue,Mediatek Helio G85 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6000 mAh Battery,13MP + 2MP | 8MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Brand Warranty,"₹13,990",21% off,"₹10,990",4.3,"3,079 Ratings & 228 Reviews"
118,MOTOROLA,"Edge 20 Fusion (Cyber Teal, 128 GB)",NaN,Qualcomm Snapdragon 439 Processor,32 MB RAM | 64 MB ROM,6000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Warranty,₹819,7% off,₹759,3.7,"6,483 Ratings & 582 Reviews"
119,realme,"8s 5G (Universe Purple, 128 GB)",Red,Octa Core Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6000 mAh Lithium Polymer Battery,13MP + 2MP | 8MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,"1 Year Warranty for Handset, 6 Months for Accessories","₹7,990",24% off,"₹5,999",4,"98,697 Ratings & 9,499 Reviews"
120,LAVA,A3 Power,Neptune Green,Qualcomm Snapdragon 695 Processor,6 GB RAM | 128 GB ROM,5000 mAh Li-ion Battery,0.3MP Rear Camera,90Hz Refresh Rate AMOLED Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹22,999",17% off,"₹18,999",4.4,430 Ratings & 68 Reviews
121,NaN,NaN,NaN,Mediatek Dimensity 920 Processor,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Battery,13MP + Digital Camera | 5MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,₹999,15% off,₹849,4,"4,938 Ratings & 464 Reviews"
122,SAMSUNG,"Galaxy M32 (Black, 128 GB)",NaN,Dimensity 720 5G Processor,32 MB RAM | 32 MB ROM,1500 mAh Battery,50MP + 8MP + 2MP | 16MP Front Camera,90Hz Refresh Rate AMOLED Display,1 Year Manufacturer Warranty,NaN,NaN,₹996,4.1,"3,137 Ratings & 285 Reviews"
123,SAMSUNG,"Galaxy M12 (Black, 128 GB)",Light Blue,Mediatek Helio G88 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Polymer Battery,0.8MP Rear Camera,16.51 cm (6.5 inch) Full HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹18,150",2% off,"₹17,629",4.3,890 Ratings & 56 Reviews
124,GIONEE,"Max Pro (Blue, 32 GB)",NaN,MediaTek Helio G80 Processor,32 MB ROM,5000 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹1,419",3% off,"₹1,375",4.1,"29,749 Ratings & 2,635 Reviews"
125,vivo,"Y12G (Phantom Black, 32 GB)",Slate Black,MediaTek Dimensity 700 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,620 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 2MP | 13MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹19,300",3% off,"₹18,570",4.2,"1,153 Ratings & 84 Reviews"
126,vivo,"Y12G (Glacier Blue, 32 GB)",Glacier Green,MediaTek Helio P35 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1750 mAh Battery,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,16.51 cm (6.5 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹16,999",14% off,"₹14,499",4.5,115 Ratings & 11 Reviews
127,I,Kall K 48,NaN,Mediatek Dimensity 920 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6000 mAh Battery,0.3MP Rear Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,"₹1,279",19% off,"₹1,029",4.1,"1,770 Ratings & 148 Reviews"
